man	woman	10.534644
brazil	mexico	14.086357
start	year	10.83891
media	radio	12.582827
news	wednesday	11.934859
eye	skin	15.386654
drink	eat	13.360705
death	life	11.381427
medal	president	15.669195
profit	warning	13.504588
life	term	11.381427
car	jaguar	13.219908
currency	money	12.610684
place	street	11.734547
five	month	13.083171
dollar	yen	13.095958
king	queen	13.465347
avenue	street	11.734547
cell	phone	12.855485
equipment	phone	12.855485
liquid	water	13.869595
mars	water	13.869595
focus	life	11.381427
food	seafood	13.766588
experience	music	14.503878
energy	secretary	13.912304
manslaughter	murder	14.41976
harvard	yale	16.70466
association	journal	14.564784
architecture	century	13.94374
announcement	news	11.646372
football	soccer	13.510995
radio	television	13.093284
planet	star	13.669992
confidence	consumer	13.443394
dollar	money	9.571631
block	street	11.734547
opera	performance	16.221099
insurance	line	17.024957
century	year	10.427345
museum	theater	16.885232
children	street	11.734547
car	train	13.337744
series	seven	14.17289
car	flight	13.337744
cash	money	12.610684
loss	profit	13.504588
board	recommendation	16.509569
institution	practice	19.685207
culture	ministry	15.30521
effort	investigation	14.820137
doctor	nurse	15.051693
professor	student	14.583303
car	plane	13.337744
planet	sun	13.669992
food	fruit	14.349179
governor	man	9.640731
doctor	professor	12.414619
basketball	football	13.510995
chance	credibility	19.969
glass	metal	15.366685
center	school	13.4211
hotel	month	13.083171
benchmark	index	14.653359
bread	butter	14.811324
minority	peace	14.094888
match	start	10.970839
coast	forest	14.816046
activity	travel	17.672383
jazz	rock	16.415747
computer	news	11.934859
cup	food	13.832217
moon	planet	13.669992
animal	tiger	14.741018
attempt	peace	14.094888
american	japanese	14.961181
car	drink	10.576575
marriage	morality	20.100245
announcement	effort	11.304581
money	operation	12.610684
hike	production	17.322637
gin	vodka	16.609919
football	tennis	13.510995
psychology	science	16.202544
announcement	production	13.908364
development	issue	15.376218
atmosphere	peace	13.912296
insurance	peace	11.434637
peace	plan	14.094888
article	cup	16.475754
consumer	energy	11.413883
automobile	car	13.337744
live	stock	15.834351
tiger	tiger	13.265599
industry	opera	16.221099
championship	tournament	14.393215
coast	shore	15.783694
image	surface	16.550048
kind	type	16.20716
governor	interview	15.53256
cat	jaguar	13.537049
smart	stupid	17.659672
gain	report	15.472972
media	trading	13.941816
lobster	seafood	15.379284
girl	possibility	20.492562
psychiatry	psychology	16.202544
century	nation	13.94374
chemistry	physics	16.108858
combination	direction	20.585672
life	stock	10.308178
drink	mother	13.360705
egg	stock	15.834351
delay	news	11.900912
development	population	15.376218
marathon	sprint	17.503878
music	project	14.503878
isolation	situation	18.049619
cucumber	potato	20.033131
brother	lad	19.033131
cat	tiger	14.455109
coast	hill	15.806062
phone	stock	10.055254
kilometer	mile	17.834351
information	precedent	17.609919
group	precedent	17.609919
hospital	infrastructure	19.000709
aluminum	metal	15.373621
bird	crane	20.170634
journey	voyage	19.492562
bird	cock	20.170634
jaguar	tiger	9.846201
forest	wood	16.322637
cup	object	16.475754
boy	lad	19.033131
dividend	payment	17.538366
example	precedent	17.609919
holy	sex	19.244635
lobster	wine	16.969
cemetery	woodland	20.322637
airport	problem	17.737675
approach	sugar	19.100245
gain	media	13.189011
history	theater	16.885232
chemistry	space	16.108858
buck	dollar	13.095958
fuck	sex	19.244635
food	lobster	13.015442
midday	noon	21.033131
conclusion	situation	18.049619
drink	ear	13.360705
atmosphere	landscape	17.332691
smart	student	13.647104
similarity	word	21.492562
food	rooster	14.349179
forest	graveyard	16.322637
brandy	vodka	16.609919
shower	thunderstorm	19.969
departure	deployment	22.492562
glass	magician	14.788659
cup	substance	16.475754
feline	tiger	14.741018
cup	tableware	16.475754
recess	sign	22.170634
doctor	personnel	15.051693
gem	jewel	23.492562
king	rook	13.465347
cup	entity	16.475754
discipline	psychology	16.202544
hypertension	reason	23.492562
collection	precedent	17.609919
mammal	tiger	14.741018
shore	woodland	14.30027
serial	viewer	24.492562
delay	racism	17.066298
furnace	stove	24.492562
artifact	cup	16.475754
importance	morality	20.100245
fauna	tiger	14.741018
cd	stock	15.834351
listing	proximity	22.170634
bishop	rabbi	22.492562
cabbage	king	13.465347
magician	wizard	22.492562
chord	smile	23.492562
